图录号(ABCD),禁止出关(BCD),中文作者,中文名称(ABCD),中文作者二,中文名称二( B),中文年代(ABC),中文材质(AB),中文签名(A),题识钤印(AB),中文出版(ABC),中文展览(ABC),中文来源(AB),中文描述(ABCD),中文纪录（BC),中文著录（B),中文款识（C),中文收藏（C),中文参阅 C,英文作者(AB),英文名称(ABCD),英文年代(ABC),英文材质(AB),英文签名(AB),英文出版(AC),英文展览(AC),英文来源(AC),英文参阅（C),尺寸(ABC),估价(ABCD)
450,,陆俨少,惠庐图,,,27.4×112 cm. 约2.8平尺,镜心 设色纸本,,题识：惠庐图。甲午秋日为惠民先生画，陆俨少。<br>钤印：槎上陆氏、俨少,《狮城珍藏·二十世纪中国绘画展》第192至193页，新加坡美术馆，2003年2月,“狮城珍藏—二十世纪中国绘画展”，（新加坡）新加坡美术馆，2003年2月13日至4月27日,,上款“惠民”即民国时期沪上著名收藏家尤惠民，“惠庐”为其斋号。尤氏为上海纺织业巨子，雅好书画，与吴湖帆、唐云、江寒汀、陆俨少等画家过从甚密，收藏宏富。本场拍卖中国书画（一）编号085拍品吴湖帆《惠庐》即为吴氏为其所题斋号。<br>此作中惠庐背山面水而筑，与世隔绝，仅以一栈桥与外界相连，俨然桃花源，极尽幽胜。草堂中安坐四位高士，一童子侍立于侧，人物皆身着古装，据几而谈，另有红衣者策蹇自木桥而来，即将加入雅集。惠庐周围的布景亦是本作的华彩之处，苍松杂树繁茂异常，笔墨交迭、前后掩映，给人以目不暇接之感，间以红色点叶，暗示出秋季。蓊郁的林木之外，两条清溪自山间流出，为满密的画面增加了几分清朗之气。<br>以书斋名称为画题是书画界传统而风雅的题材，系好友间私密赏玩而作，多倾力而为，故笔墨极其细密精深，陆氏创作此类作品，均把今景绘成古境，将今人画为古装。拍品作于1954年，画家的创作风格正在逐步成熟，此作中长松的画法，依稀仍可看到乃师冯超然的影子，而茅舍、岩石等，均已有了自家面貌。全幅纯以细笔出，人物面容清晰可辨，林木繁茂而笔笔分明，缜密娟秀，灵气外露，正陆氏壮年精心之作。,,,,,,LU YANSHAO ,SCHOLARS IN THE HOUSE,1954,"Mounted, ink and color on paper.","Signed Lu Yanshao, entitled, dated jiawu,1954, with a dedication and two seals of the artist.",,,,,27.4×112 cm. 约2.8平尺," 1,500,000-2,000,000"
451,*,陆俨少,东风第一枝,,,34×43.2 cm. 约1.3平尺,镜心 设色纸本,,本幅：（文略）希晨、亚南同志正之，己未元旦，陆俨少画。<br>钤印：陆俨少、宛若、嘉定<br>边跋：（宋玉麐题）陆俨少先生梅石墨竹精品。丁酉（2017）夏欣观因题，玉麐。 钤印：宋玉麐印,,,,,,,,,,LU YANSHAO ,PLUM BLOSSOM,1979,"Mounted, ink and color on paper.","Signed Lu Yanshao, annotation by Song Yulin, dated jiwei,1980, with two dedications and four seals of artists.",,,,,34×43.2 cm. 约1.3平尺," 60,000-80,000"
452,,陆俨少,庐山锦绣谷,,,89×48 cm. 约3.9平尺,镜心 设色纸本,,题识：庐山锦绣谷。过仙人洞，经道迂回于山谷之间，是曰锦绣谷，由此前进，可达天桥，沿途巨石礌砢，绿树蒙茸，迷离惝恍，云雾之窟。庚申六月写于庐山，陆俨少并记。 钤印：俨少、宛若、穆如馆、庚申七十二,《陆俨少书画集·二》第135页，浙江人民美术出版社，2005年5月<br>《陆俨少全集·四》第71页，浙江人民美术出版社，2008年10月,,,《庐山锦绣谷》作于1980年，诚属画家精心佳构。1980年夏，陆俨少、刘旦宅两对夫妇同游庐山，6月25日至锦绣谷，是幅即作于此时。锦绣谷是一个平底陡壁的山谷，因其中四时花开如锦绣得名，是庐山风景绝胜之处。<br>陆俨少强调从真山真水中创作，但他在游历时，主要靠默记，或以铅笔简单勾勒，创作作品时，也“绝不对稿造景”，因而他的写景之作，较之真山真水，似更有引人入胜之处。此作取深远构图，画中元素仅林木、山石二类，但由近及远铺陈开来，一片蓊郁葱茏。远山创造性地以绿色敷染，绵延无尽，数尺之间似有数十里之远，波澜壮阔，气象万千。陆氏通过绿色的点染来表现锦绣谷中的丛林，间以几道浮云、数块山石留白透气、区分块面，密而不滞，层次井然，用笔繁密精细，却能浑然一体，毫无琐碎之弊，观之仿佛置身锦绣谷之中，物我两忘，心目双畅。,北京拍卖会，2005年7月31日，编号1717,,,,,LU YANSHAO ,THE FACE OF LUSHAN,1980,"Mounted, ink and color on paper.","Signed Lu Yanshao, entitled, dated gengshen,1980, with four seals of the artist.",,,,,89×48 cm. 约3.9平尺," 1,200,000-1,600,000"
453,,陆俨少,杜牧《题禅院》,,,136×66.5 cm. 约8.2平尺,立轴 水墨纸本,,"释文：觥船一棹百分空,十载青春不负公。今日鬓丝禅榻畔,茶烟轻扬落花风。杜樊川诗一首。丁卯冬月，陆俨少书。<br>钤印：俨少、宛若、旧家上柏山中",,,,,,,,,,LU YANSHAO ,CALLIGRAPHY,1987,"Hanging scroll, ink on paper.","Signed Lu Yanshao, dated dingmao,1987, with three seals of the artist.",,,,,136×66.5 cm. 约8.2平尺," 200,000-280,000"
454,,陆俨少,翠岭春融,,,68×47.5 cm. 约2.9平尺,立轴 设色纸本,,题识：翠岭春融，碧江水暖。国权、蓉惠同志俪鉴，陆俨少画。<br>钤印：陆、俨少、就新、自爱新之庐、肖形印、就新居、风景这边独好<br>收藏印：虚怀斋收藏印,《虚怀斋藏陆俨少书画集》第72至73页，上海人民美术出版社，2008年1月<br>《陆俨少全集·三》第114页，浙江人民美术出版社，2008年10月,“虚怀斋藏陆俨少书画展”，保利艺术博物馆，2010年4月9日至16日,,拍品未署年款，依《陆俨少全集》定为1970年代所作，正值画家艺术盛期。<br>是作取深远图式，构景宏阔，布局脱俗，数尺千里，气格高标。近景山前，数条舟楫停泊在港湾，岸上树林掩映茅舍几间。兀立的高山直插天际，险峻非常，数座高峰连成屏风状，呈半包围区分出层次。中景以陆俨少标志性的“留白法”绘两段云岚，中夹一组山峦，画面顶端复绘远山层迭，绵延无尽。此幅物象丰富，寓树林、港湾、舟船、茅舍、险峰、山峦、云雾于一炉，布置熨帖，互不相犯，体现出画家极高的驾驭力。陆氏作画，不同于传统画家先定框架再细化的方式，而是由小到大，笔笔生发，积小面而成大面，章法灵活，出奇制胜，《翠岭春融》的奇伟构图正是这一方法的成功体现。此外，本幅用笔灵动，墨色活润，江水施淡蓝色，山体则用绿色敷染，点出碧江、翠岭之题，用色于似与不似之间，因而气韵生动，引人入胜。此作集陆氏诸多优秀技法，堪称其艺术盛期的代表之作。<br>上款“国权、蓉惠同志”即马国权夫妇。马国权（1931-2002），广东南海人。金石学家，早岁就读于中山大学，毕业后留校任教。1978年赴港，任《大公报》编辑，并执教于香港中文大学。,苏富比香港，2001年10月28日，编号118,,,,,LU YANSHAO ,SPRING AWAKENING,,"Hanging scroll, ink and color on paper.","Signed Lu Yanshao, with two dedications, seven seals of the artist and one seal of the collector.",,,,,68×47.5 cm. 约2.9平尺," 1,200,000-1,600,000"
455,*,陆俨少,云山秋曙,,,18.5×51.7 cm. 约0.86平尺,扇面镜心 设色纸本,,题识：云山秋曙图。一九七八年十一月，陆俨少写。<br>钤印：俨少、穆如馆,《扇面画选》图版10，上海书画出版社，1979年11月<br>《朵云轩藏品第六集》第379页，上海书画出版社，2005年6月<br>《陆俨少画集·续编二》第318页，中国美术学院出版社，2011年9月,,,,上海拍卖会“朵云轩藏品专场”，2010年6月29日，编号674,,,,,LU YANSHAO ,MOUNTAINS AND CLOUDS,1978,"Mounted fan, ink and color on paper.","Signed Lu Yanshao, entitled, dated 1978, with two seals of the artist.",,,,,18.5×51.7 cm. 约0.86平尺," 280,000-350,000"
456,,陆俨少,杜陵入蜀,,,29.5×27.5 cm. 约0.73平尺(诗塘) 34.5×27.5 cm. 约0.86平尺(本幅),立轴 设色纸本、水墨发笺,,诗塘：（陆俨少题）往者癸亥（1983年）、甲子（1984年）之交，予方作《杜陵入蜀诗意图册》，云栈秦树，猿唤鸟嘶，行李艰苦之状，读之如在目前，既竟，复作杜公像，就其诗中歇鞍揽辔之状，以寄意焉，复以前后不类，置之未用，往事如烟，遂之十年，不复省记。顷儿子亨于友人处得此片，览之如前日事。予少作人物画，尤为难得，因记始末于其上。辛未（1991年）三月，八三叟陆俨少于岭南之晚晴轩。<br>钤印：陆俨少、宛若<br>本幅：杜陵入蜀图。陆俨少补款，时年八十三矣。<br>钤印：陆俨少、宛若、晚晴轩、就新学人,,,,《杜陵入蜀图》为陆俨少稀见的晚年细笔人物画。据画家自题诗塘可知，此作系1984年初创作《杜甫诗意图册》期间所绘，后因与各开山水画风不匹配，置之未用，亦未署款印，至1991年，画家之子得到此帧，复请陆氏署款并长题诗塘，记述前因。<br>是作绘杜甫歇鞍揽辔于崎岖山路，其后一童子相随，人物衣纹、马匹均以白描绘出，唯人物面部、手部略施赭色，线条劲健爽利，主仆面部、马匹鬃毛等处刻画精微，杜甫、童子面容憔悴倦怠，契合人物境遇，实属其晚年人物画精品。1980年代之后，画家偶作人物，大多是将点景人物放大置于画幅之中，此幅原系册页一开，故以人物为主体，诚属晚年奇格。,,,,,,LU YANSHAO ,PORTRAIT OF DU FU,1984,"Hanging scroll, ink and color on paper, ink on paper.","Signed and annotation by Lu Yanshao, entitled, dated 1984, inscribed, with six seals of the artist.",,,,,29.5×27.5 cm. 约0.73平尺(诗塘) 34.5×27.5 cm. 约0.86平尺(本幅)," 400,000-500,000"
457,,陆俨少,唐诗二首,,,18.2×52 cm. 约0.85平尺,扇面镜心 水墨纸本,,释文：迥临飞鸟上，高出世尘间。天势围平野，河流入断山。闽国扬帆去，蟾蜍缺复圆。秋风吹渭水，落叶满长安。此地际会夕，当时雷雨寒。兰桡殊未返，消息海云端。俨少书。<br>钤印：俨少<br>收藏印：朵云轩鉴定,,,,,,,,,,LU YANSHAO ,CALLIGRAPHY,,"Mounted fan, ink on paper.","Signed Yanshao, with one seal of the artist and one seal of the collector.",,,,,18.2×52 cm. 约0.85平尺," 15,000-22,000"
458,*,陆俨少,雪月烟云种种奇,,,34×44 cm. 约1.3平尺,立轴 设色纸本,,题识：王家元章传墨法，雪月烟云种种奇。一九七八年七月，陆俨少画。<br>钤印：陆印、俨少、嘉定、穆如馆,,,,,,,,,,LU YANSHAO ,PLUM,1978,"Hanging scroll, ink and color on paper.","Signed Lu Yanshao, dated 1978, with four seals of the artist.",,,,,34×44 cm. 约1.3平尺," 50,000-70,000"
459,,方济众,汉江秋声,,,23.2×22.2 cm. 约0.46平尺,镜心 设色纸本,,题识：汉江秋声。七七年元月写。<br>钤印：方、方,,,,,,,,,,FANG JIZHONG,SCENERY OF HANJIANG RIVER,1977,"Mounted, ink and color on paper.","No singature, entitled, dated 1977, with two seals of the artist.",,,,,23.2×22.2 cm. 约0.46平尺," 15,000-22,000"
460,,赵振川,陕北之秋,,,69.5×45 cm. 约2.8平尺,立轴 设色纸本,,题识：陕北之秋。己巳年冬月，振川于长安。<br>钤印：赵振川印,,,,,,,,,,ZHAO ZHENCHUAN,AUTUMN IN NORTHERN SHAANXI,1989,"Hanging scroll, ink and color on paper.","Signed Zhenchuan, entitled, dated jisi,1989, with one seal of the artist.",,,,,69.5×45 cm. 约2.8平尺," 8,000-10,000"
461,,方济众,世间情味册,,,34×34 cm.(8) 约1平尺(每开),册页（八开） 设色纸本,,题签：（赖少其题）方济众画集。赖少其。<br>钤印：赖少其<br>各开题识、钤印皆略。,《方济众画集》图版24、41、46、49、62、69、77、78，天津人民美术出版社，1984年4月<br>《香港艺苑自置新址开业名家书画展选辑》第93页，香港艺苑出版社，1989年,“香港艺苑自置新址开业名家书画展”，香港艺苑主办，1989年11月,,是册作于1979年末至1982年间，分别绘制红荷、双禽、玉簪花、樱桃芋头、武陵溪口、塞上风雪、饲鸡图、捕鲸图共八开，花卉、翎毛、山水兼备。由“滋卉园藏画”一印可知，是册原为画家自珍自赏之物。方济众擅绘小写意画，不同于传统文人画不食人间烟火的淡雅野逸，他的作品源于生活、贴近生活，透露出质朴的情感和清新的格调。鲁迅有诗云“扫除腻粉呈风骨，褪却红衣学淡妆”，正是方氏之艺术追求。其中“捕鲸图”一开洵为少见，绘渔民乘小舟徒手捕鲸的景象。海水以蓝色绘出，数只海鸥低空飞翔，鲸鱼以浓墨卧笔绘出，体型极巨，正浮出水面呼吸。画面左侧一叶小舟，其上两位米粒大小的红衣渔民，正欲向鲸鱼发起攻击，画面气氛紧张，若千钧一发，趣味盎然。,,,,,,FANG JIZHONG ,WORLDLY SENTIMENT BOOK,,"Album of eight leaves, ink and color on paper.","Signed by Fang Jizhong, entitled, with dozens of seals of the artist.",,,,,34×34 cm.(8) 约1平尺(每开)," 200,000-280,000"
462,,郑乃珖,朝气满塘,,,16×67.5 cm. 约0.97平尺(诗塘) 136.5×67.5 cm. 约8.3平尺(本幅),立轴 设色纸本,,诗塘：（郑乃珖题）朝气满塘。郑乃珖并题。<br>钤印：璧啸画记、乃珖、八十年代<br>本幅：壬戌年春二月望，璧寿翁作于研云山馆之庆善草堂。<br>钤印：古闽郑乃珖印、八闽郑氏、璧啸画记、思母亭、带草堂前老花农、百花齐放,,,,,,,,,,ZHENG NAIGUANG ,LOTUS,1982,"Hanging scroll, ink and color on paper.","Signed by Zheng Naiguang, entitled, dated renxu,1982, annotation by Zheng Naiguang, with eight seals of the artist.",,,,,16×67.5 cm. 约0.97平尺(诗塘) 136.5×67.5 cm. 约8.3平尺(本幅),"10,000-15,000 "
463,,启功,毛泽东《到韶山》,,,81×42.3 cm. 约3.1平尺,立轴 水墨纸本,,释文：别梦依稀咒逝川，故园三十二年前。红旗卷起农奴戟，黑手高悬霸主鞭。为有牺牲多壮志，敢教日月换新天。喜看稻菽千重浪，遍地英雄下夕烟。毛主席诗《到韶山》。一九七三年，启功。<br>钤印：启功、学书,,,,,,,,,,QI GONG ,CALLIGRAPHY,1973,"Hanging scroll, ink on paper.","Signed Qi Gong, dated 1973, with two seals of the artist.",,,,,81×42.3 cm. 约3.1平尺,"10,000-15,000 "
464,,启功,杜甫《绝句》,,,96×57 cm. 约4.9平尺,立轴 水墨纸本,,释文：两个黄鹂鸣翠柳，一行白鹭上青天。窗含西岭千秋雪，门泊东吴万里船。一九八八年岁暮书少陵句，启功。<br>钤印：启功之印、元白、前贤句、戊辰,,,,,,,,,,QI GONG ,CALLIGRAPHY,1988,"Hanging scroll, ink on paper.","Signed Qi Gong, dated wuchen,1988, with four seals of the artist.",,,,,96×57 cm. 约4.9平尺,"10,000-15,000 "
465,,启功,行书七言联,,,130×31.5 cm.(2) 约3.7平尺(每幅),立轴 水墨纸本,,释文：园中草木春无数，湖上山林画不如。启功。<br>钤印：启功之印、元白、坚净居,,,,,,,,,,QI GONG ,CALLIGRAPHY COUPLET,,"Hanging scroll, ink on paper.","Signed Qi Gong, with three seals of the artist.",,,,,130×31.5 cm.(2) 约3.7平尺(每幅),"10,000-15,000 "
466,,启功,自作砚铭,,,29.5×32.5 cm. 约0.86平尺,镜心 水墨纸本,,释文：砚石多般，歙青端紫。磨到天明，不过如此。启功戏题。 钤印：元白,《妙通黑白·汪锡桂围棋书法作品选》图版15，2012年,,,编号466至471拍品为汪锡桂旧藏。汪锡桂（1941-2012），江西永新人，雅好书画艺术，与启功、朱屺瞻、黄胄等均有往还。,,,,,,QI GONG ,CALLIGRAPHY,,"Mounted, ink on paper.","Signed Qi Gong, with one seal of the artist.",,,,,29.5×32.5 cm. 约0.86平尺," 40,000-50,000"
467,,李苦禅,祝枝山句,,,70×49.6 cm. 约3.1平尺,镜心 水墨纸本,,释文：石壁挂藤通篆意，桐荫滴露聆琴声。玉中同志正，八四叟苦禅书。<br>钤印：苦禅,,,,,,,,,,LI KUCHAN ,CALLIGRAPHY,1982,"Mounted, ink on paper.","Signed Kuchan, dated 1982, with a dedication and one seal of the artist.",,,,,70×49.6 cm. 约3.1平尺," 20,000-28,000"
468,*,黄胄,李白《赠汪伦》,,,68.8×45.6 cm. 约2.8平尺,镜心 水墨纸本,,释文：李白乘舟将欲行，忽闻岸上踏歌声。桃花潭水深千尺，不及汪伦送我情。锡桂同志正，黄胄，己未。<br>钤印：老梁,《妙通黑白·汪锡桂围棋书法作品选》图版20，2012年,,,,,,,,,HUANG ZHOU ,CALLIGRAPHY,1979,"Mounted, ink on paper.","Signed Huang Zhou, dated jiwei,1979, with a dedication and one seal of the artist.",,,,,68.8×45.6 cm. 约2.8平尺," 28,000-35,000"
469,,许麐庐,消夏图,,,68.3×40 cm. 约2.5平尺,立轴 设色纸本,,题识：消夏图。锡桂同志正，麐庐。<br>钤印：许、麐庐六十岁以后之作,《妙通黑白·汪锡桂围棋书法作品选》图版34，2012年,,,,,,,,,XU LINLU ,LOTUS,,"Hanging scroll, ink and color on paper.","Signed Linlu, entitled, with a dedication and two seals of the artist.",,,,,68.3×40 cm. 约2.5平尺," 15,000-22,000"
470,,程十发,贺铸《踏莎行》,,,67×50 cm. 约3平尺,镜心 水墨纸本,,释文：杨柳回塘，鸳鸯别浦，绿萍涨断莲舟路。断无蜂蝶慕幽香，红衣脱尽芳心苦。返照迎潮，行云带雨，依依似与骚人语。当年不肯嫁春（东）风，无端却被西风误。贺方回《踏莎行》。锡桂吾兄正字，十一年前补题款，程十发，庚午（1990年）重阳于上海。<br>钤印：发,,,,,,,,,,CHENG SHIFA ,CALLIGRAPHY,1979,"Mounted, ink on paper.","Signed Cheng Shifa, dated 1979, with a dedication and one seal of the artist.",,,,,67×50 cm. 约3平尺," 20,000-28,000"
471,,沙孟海,王安石《歌元丰五首·其五》,,,70.5×35.2 cm. 约2.2平尺,镜心 水墨纸本,,释文：豚栅鸡埘晻霭间，暮林摇落献南山。丰年处处人家好，随意飘然得往还。幸之同志正腕，沙孟海。<br>钤印：沙孟海印、决明馆,,,,,,,,,,SHA MENGHAI ,CALLIGRAPHY,,"Mounted, ink on paper.","Signed Sha Menghai, with a dedication and two seals of the artist.",,,,,70.5×35.2 cm. 约2.2平尺," 35,000-45,000"
472,,刘炳森,节录李白《鹦鹉洲》,,,67×32.5 cm. 约2平尺,立轴 水墨纸本,,释文：烟开兰叶香风暖。锦雄先生，刘炳森。<br>钤印：炳森书画、怀远,,,,与编号473拍品为同一上款。,,,,,,LIU BINGSEN ,CALLIGRAPHY,,"Hanging scroll, ink on paper.","Signed Liu Bingsen, with a dedication and two seals of the artist.",,,,,67×32.5 cm. 约2平尺,"5,000-7,000 "
